# ;;;;;;Nedladdat från datavärdskapet för luft, SMHI, http://www.smhi.se/datavardluft, 2020-12-01 07:02:25
# ;;;;;;Tidsangivelser i UTC+1, Svensk normaltid
#
#Stationsnamn;Nationell stationskod;Klassificering;Longitud;Latitud
#Stockholm E4/E20 Lilla Essingen;18644;Urban Traffic;18.00439;59.325527
#
#Ämne;Ämnesbeskrivning;Enhet;Mäthöjd;Inlet-id
#NO2;Nitrogen dioxide;ug.m-3;2;344
#NOX as NO2;Nitrogen oxides;ug.m-3;2;345
#PM10;Particulate matter < 10 µm;ug.m-3;2;342
#PM2.5;Particulate matter < 2.5 µm;ug.m-3;2;343
#
Start;Slut;NO2 (344);NOX as NO2 (345);PM10 (342);PM2.5 (343)
2015-02-12 15:00;2015-02-12 16:00;56.9;138.9;32.4;3.70
2015-02-12 16:00;2015-02-12 17:00;65.4;180.2;12.7;6.30
2015-02-12 17:00;2015-02-12 18:00;77.6;210.4;11.4;5.70
2015-02-12 18:00;2015-02-12 19:00;70.5;163.8;11.9;5.90
2015-02-12 19:00;2015-02-12 20:00;60.3;122.9;11.2;6.80
2015-02-12 20:00;2015-02-12 21:00;64.4;147.3;13.0;5.20
2015-02-12 21:00;2015-02-12 22:00;67.6;160.5;12.6;6.30
2015-02-12 22:00;2015-02-12 23:00;63.9;139.1;11.8;7.00
2015-02-12 23:00;2015-02-13 00:00;30.0;41.6;10.1;5.70
2015-02-13 00:00;2015-02-13 01:00;35.9;55.9;13.3;7.10
2015-02-13 01:00;2015-02-13 02:00;36.8;51.3;10.9;6.10
2015-02-13 02:00;2015-02-13 03:00;38.6;56.8;12.4;6.10
2015-02-13 03:00;2015-02-13 04:00;37.4;58.0;11.5;7.00
2015-02-13 04:00;2015-02-13 05:00;34.5;47.6;11.5;6.70
2015-02-13 05:00;2015-02-13 06:00;39.0;65.0;12.1;6.70
2015-02-13 06:00;2015-02-13 07:00;53.3;130.7;12.5;7.70
2015-02-13 07:00;2015-02-13 08:00;55.7;119.1;12.7;6.80
2015-02-13 08:00;2015-02-13 09:00;51.5;103.7;11.7;6.60
2015-02-13 09:00;2015-02-13 10:00;49.9;99.6;13.2;5.70
2015-02-13 10:00;2015-02-13 11:00;57.0;138.9;13.0;6.40
2015-02-13 11:00;2015-02-13 12:00;54.2;131.5;15.9;5.30
2015-02-13 12:00;2015-02-13 13:00;;;30.0;10.8
2015-02-13 13:00;2015-02-13 14:00;43.5;103.7;26.7;2.20
2015-02-13 14:00;2015-02-13 15:00;48.0;118.2;87.9;4.20
2015-02-13 15:00;2015-02-13 16:00;35.1;67.8;36.1;2.10
2015-02-13 16:00;2015-02-13 17:00;36.3;70.0;26.8;0.600
2015-02-13 17:00;2015-02-13 18:00;38.3;71.7;58.8;3.90
2015-02-13 18:00;2015-02-13 19:00;35.6;64.1;40.7;4.70
2015-02-13 19:00;2015-02-13 20:00;30.9;58.2;38.9;3.70
2015-02-13 20:00;2015-02-13 21:00;30.1;54.3;11.2;4.30
2015-02-13 21:00;2015-02-13 22:00;26.4;42.9;6.90;2.40
2015-02-13 22:00;2015-02-13 23:00;23.2;37.1;7.20;1.80
2015-02-13 23:00;2015-02-14 00:00;21.7;34.1;4.10;1.10
2015-02-14 00:00;2015-02-14 01:00;14.3;22.5;2.80;-0.100
2015-02-14 01:00;2015-02-14 02:00;13.7;20.2;2.70;0.100
2015-02-14 02:00;2015-02-14 03:00;11.9;17.0;3.10;-0.200
2015-02-14 03:00;2015-02-14 04:00;11.6;16.4;2.70;0.200
2015-02-14 04:00;2015-02-14 05:00;11.6;15.3;2.90;1.20
2015-02-14 05:00;2015-02-14 06:00;15.1;22.7;3.50;1.30
2015-02-14 06:00;2015-02-14 07:00;17.2;26.9;4.10;1.80
2015-02-14 07:00;2015-02-14 08:00;20.7;37.4;4.90;1.50
2015-02-14 08:00;2015-02-14 09:00;28.0;64.2;6.90;2.40
2015-02-14 09:00;2015-02-14 10:00;26.6;63.7;7.60;1.20
2015-02-14 10:00;2015-02-14 11:00;33.0;92.7;33.4;3.30
2015-02-14 11:00;2015-02-14 12:00;31.2;88.9;61.7;4.90
2015-02-14 12:00;2015-02-14 13:00;32.3;92.8;67.3;6.00
2015-02-14 13:00;2015-02-14 14:00;32.9;90.8;67.8;7.10
2015-02-14 14:00;2015-02-14 15:00;39.9;115.8;61.8;9.60
2015-02-14 15:00;2015-02-14 16:00;50.4;148.6;86.4;11.9
2015-02-14 16:00;2015-02-14 17:00;52.7;137.4;74.1;10.3
2015-02-14 17:00;2015-02-14 18:00;41.0;104.5;48.3;8.20
2015-02-14 18:00;2015-02-14 19:00;23.5;53.9;31.1;4.30
2015-02-14 19:00;2015-02-14 20:00;23.4;47.1;25.6;4.60
2015-02-14 20:00;2015-02-14 21:00;25.6;53.1;11.3;3.90
2015-02-14 21:00;2015-02-14 22:00;22.3;42.0;7.40;5.10
2015-02-14 22:00;2015-02-14 23:00;22.3;35.8;8.60;4.20
2015-02-14 23:00;2015-02-15 00:00;18.2;30.3;7.20;5.50
2015-02-15 00:00;2015-02-15 01:00;14.1;23.6;6.70;3.30
2015-02-15 01:00;2015-02-15 02:00;11.5;17.4;6.40;1.90
2015-02-15 02:00;2015-02-15 03:00;8.70;11.2;4.60;1.10
2015-02-15 03:00;2015-02-15 04:00;6.60;8.40;5.90;2.30
2015-02-15 04:00;2015-02-15 05:00;7.10;8.20;5.90;1.40
2015-02-15 05:00;2015-02-15 06:00;5.20;6.30;3.90;1.60
2015-02-15 06:00;2015-02-15 07:00;4.50;5.50;3.80;2.60
2015-02-15 07:00;2015-02-15 08:00;5.50;7.30;3.30;0.700
2015-02-15 08:00;2015-02-15 09:00;6.60;8.50;5.20;0.300
2015-02-15 09:00;2015-02-15 10:00;8.60;13.3;11.2;0.500
2015-02-15 10:00;2015-02-15 11:00;10.4;19.6;20.1;1.50
2015-02-15 11:00;2015-02-15 12:00;16.0;35.0;58.7;2.30
2015-02-15 12:00;2015-02-15 13:00;31.7;62.1;90.0;21.4
2015-02-15 13:00;2015-02-15 14:00;22.1;37.3;62.2;4.20
2015-02-15 14:00;2015-02-15 15:00;27.3;47.4;59.5;8.10
2015-02-15 15:00;2015-02-15 16:00;43.4;87.6;75.8;6.90
2015-02-15 16:00;2015-02-15 17:00;37.1;69.3;89.3;4.50
2015-02-15 17:00;2015-02-15 18:00;40.4;71.9;82.9;6.30
2015-02-15 18:00;2015-02-15 19:00;41.5;71.5;83.3;7.20
2015-02-15 19:00;2015-02-15 20:00;38.7;70.7;72.7;5.30
2015-02-15 20:00;2015-02-15 21:00;42.3;83.5;59.8;4.90
2015-02-15 21:00;2015-02-15 22:00;32.4;55.5;69.7;6.20
2015-02-15 22:00;2015-02-15 23:00;33.2;56.6;84.8;8.40
2015-02-15 23:00;2015-02-16 00:00;19.7;31.8;45.8;4.20
2015-02-16 00:00;2015-02-16 01:00;16.9;26.5;30.9;14.1
2015-02-16 01:00;2015-02-16 02:00;19.0;33.5;26.1;3.40
2015-02-16 02:00;2015-02-16 03:00;20.2;32.8;22.3;5.20
2015-02-16 03:00;2015-02-16 04:00;20.9;36.3;30.9;3.40
2015-02-16 04:00;2015-02-16 05:00;30.6;56.4;42.4;3.80
2015-02-16 05:00;2015-02-16 06:00;48.5;104.7;93.9;6.00
2015-02-16 06:00;2015-02-16 07:00;76.7;249.1;104.5;9.00
2015-02-16 07:00;2015-02-16 08:00;91.0;335.8;93.2;7.80
2015-02-16 08:00;2015-02-16 09:00;83.6;307.0;97.4;8.50
2015-02-16 09:00;2015-02-16 10:00;72.1;262.8;146.1;9.40
2015-02-16 10:00;2015-02-16 11:00;49.5;119.3;154.3;10.1
2015-02-16 11:00;2015-02-16 12:00;49.6;119.1;151.4;8.40
2015-02-16 12:00;2015-02-16 13:00;51.9;121.4;121.2;8.80
2015-02-16 13:00;2015-02-16 14:00;49.8;115.5;125.7;8.40
2015-02-16 14:00;2015-02-16 15:00;51.9;123.3;125.3;8.30
2015-02-16 15:00;2015-02-16 16:00;54.2;118.0;124.5;10.2
2015-02-16 16:00;2015-02-16 17:00;54.1;124.6;109.9;11.3
2015-02-16 17:00;2015-02-16 18:00;55.3;113.8;127.6;11.1
2015-02-16 18:00;2015-02-16 19:00;54.2;115.5;101.0;9.50
2015-02-16 19:00;2015-02-16 20:00;34.7;66.2;88.8;8.40
2015-02-16 20:00;2015-02-16 21:00;28.1;52.7;73.2;8.60
2015-02-16 21:00;2015-02-16 22:00;28.2;48.9;54.3;8.90
2015-02-16 22:00;2015-02-16 23:00;25.1;39.4;47.3;12.3
2015-02-16 23:00;2015-02-17 00:00;19.2;30.8;47.5;17.0
2015-02-17 00:00;2015-02-17 01:00;13.8;18.4;42.8;22.4
2015-02-17 01:00;2015-02-17 02:00;10.7;14.9;25.7;9.90
2015-02-17 02:00;2015-02-17 03:00;11.0;16.4;20.0;6.00
2015-02-17 03:00;2015-02-17 04:00;8.80;13.3;20.9;6.00
2015-02-17 04:00;2015-02-17 05:00;9.30;14.2;24.0;6.70
2015-02-17 05:00;2015-02-17 06:00;15.2;28.2;33.7;10.8
2015-02-17 06:00;2015-02-17 07:00;28.1;67.4;42.9;11.6
2015-02-17 07:00;2015-02-17 08:00;31.5;75.4;42.7;10.7
2015-02-17 08:00;2015-02-17 09:00;39.8;108.8;59.8;11.3
2015-02-17 09:00;2015-02-17 10:00;27.8;59.5;65.2;11.8
2015-02-17 10:00;2015-02-17 11:00;22.7;49.0;56.3;11.8
2015-02-17 11:00;2015-02-17 12:00;24.2;51.7;59.2;14.0
2015-02-17 12:00;2015-02-17 13:00;30.0;65.6;55.1;14.7
2015-02-17 13:00;2015-02-17 14:00;31.0;65.1;69.7;13.5
2015-02-17 14:00;2015-02-17 15:00;51.6;119.5;99.7;16.5
2015-02-17 15:00;2015-02-17 16:00;33.9;61.9;81.1;16.9
2015-02-17 16:00;2015-02-17 17:00;30.6;50.5;59.0;18.9
2015-02-17 17:00;2015-02-17 18:00;28.6;47.8;60.0;18.5
2015-02-17 18:00;2015-02-17 19:00;28.2;51.8;61.6;18.8
2015-02-17 19:00;2015-02-17 20:00;22.5;38.7;48.1;22.0
2015-02-17 20:00;2015-02-17 21:00;22.9;41.2;43.2;22.4
2015-02-17 21:00;2015-02-17 22:00;17.7;28.6;29.1;18.8
2015-02-17 22:00;2015-02-17 23:00;14.8;22.5;21.5;15.0
2015-02-17 23:00;2015-02-18 00:00;11.0;16.3;21.1;10.7
2015-02-18 00:00;2015-02-18 01:00;7.20;11.6;16.3;8.60
2015-02-18 01:00;2015-02-18 02:00;5.50;7.90;14.7;4.70
2015-02-18 02:00;2015-02-18 03:00;5.60;8.70;12.6;4.30
2015-02-18 03:00;2015-02-18 04:00;5.90;9.10;12.3;2.70
2015-02-18 04:00;2015-02-18 05:00;7.40;13.6;12.1;5.10
2015-02-18 05:00;2015-02-18 06:00;16.7;34.1;16.0;5.10
2015-02-18 06:00;2015-02-18 07:00;43.9;118.4;18.6;7.10
2015-02-18 07:00;2015-02-18 08:00;55.0;163.5;19.8;8.10
2015-02-18 08:00;2015-02-18 09:00;65.9;207.4;21.8;6.90
2015-02-18 09:00;2015-02-18 10:00;66.0;222.0;26.9;7.60
2015-02-18 10:00;2015-02-18 11:00;54.7;140.5;85.2;7.70
2015-02-18 11:00;2015-02-18 12:00;58.6;157.1;142.1;11.0
2015-02-18 12:00;2015-02-18 13:00;54.0;143.1;124.3;14.5
2015-02-18 13:00;2015-02-18 14:00;53.8;128.0;87.9;11.0
2015-02-18 14:00;2015-02-18 15:00;52.3;121.8;85.5;9.40
2015-02-18 15:00;2015-02-18 16:00;65.0;157.1;71.6;10.2
2015-02-18 16:00;2015-02-18 17:00;56.0;134.1;18.4;7.70
2015-02-18 17:00;2015-02-18 18:00;52.6;114.2;18.2;4.60
2015-02-18 18:00;2015-02-18 19:00;34.8;62.5;13.1;2.60
2015-02-18 19:00;2015-02-18 20:00;32.9;65.7;12.9;5.00
2015-02-18 20:00;2015-02-18 21:00;27.7;47.6;11.9;5.40
2015-02-18 21:00;2015-02-18 22:00;26.6;47.8;11.8;3.20
2015-02-18 22:00;2015-02-18 23:00;15.6;25.6;9.20;2.90
2015-02-18 23:00;2015-02-19 00:00;11.6;20.8;7.80;2.80
2015-02-19 00:00;2015-02-19 01:00;7.10;13.2;5.40;3.00
2015-02-19 01:00;2015-02-19 02:00;7.00;12.0;5.50;2.20
2015-02-19 02:00;2015-02-19 03:00;5.90;10.8;4.80;3.60
2015-02-19 03:00;2015-02-19 04:00;5.00;9.00;5.40;2.50
2015-02-19 04:00;2015-02-19 05:00;10.6;20.5;6.20;4.00
2015-02-19 05:00;2015-02-19 06:00;21.2;47.8;7.80;3.50
2015-02-19 06:00;2015-02-19 07:00;34.8;96.1;7.70;4.10
2015-02-19 07:00;2015-02-19 08:00;31.8;93.4;5.30;1.70
2015-02-19 08:00;2015-02-19 09:00;37.2;119.6;6.60;3.70
2015-02-19 09:00;2015-02-19 10:00;41.5;148.0;12.2;4.40
2015-02-19 10:00;2015-02-19 11:00;35.1;95.8;13.2;5.10
2015-02-19 11:00;2015-02-19 12:00;33.7;83.6;13.3;2.20
2015-02-19 12:00;2015-02-19 13:00;32.6;85.4;34.7;2.80
2015-02-19 13:00;2015-02-19 14:00;28.0;70.7;59.1;6.50
2015-02-19 14:00;2015-02-19 15:00;31.8;82.0;47.6;5.90
2015-02-19 15:00;2015-02-19 16:00;31.1;81.0;39.5;3.90
2015-02-19 16:00;2015-02-19 17:00;34.5;92.0;44.6;5.20
2015-02-19 17:00;2015-02-19 18:00;32.3;71.3;43.6;7.40
2015-02-19 18:00;2015-02-19 19:00;29.4;64.0;45.6;7.40
2015-02-19 19:00;2015-02-19 20:00;20.6;39.1;43.6;8.50
2015-02-19 20:00;2015-02-19 21:00;17.5;33.6;28.7;6.40
2015-02-19 21:00;2015-02-19 22:00;12.3;21.2;21.3;3.70
2015-02-19 22:00;2015-02-19 23:00;11.0;18.4;17.0;4.10
2015-02-19 23:00;2015-02-20 00:00;8.60;12.7;15.6;3.60
2015-02-20 00:00;2015-02-20 01:00;8.80;13.0;15.6;4.40
2015-02-20 01:00;2015-02-20 02:00;8.40;13.4;13.9;3.60
2015-02-20 02:00;2015-02-20 03:00;10.4;20.5;12.0;4.20
2015-02-20 03:00;2015-02-20 04:00;8.40;12.2;7.50;3.20
2015-02-20 04:00;2015-02-20 05:00;10.2;16.9;9.40;3.10
2015-02-20 05:00;2015-02-20 06:00;18.0;34.6;19.4;3.50
2015-02-20 06:00;2015-02-20 07:00;32.5;89.2;31.9;6.50
2015-02-20 07:00;2015-02-20 08:00;32.9;86.2;45.2;7.10
2015-02-20 08:00;2015-02-20 09:00;35.4;110.3;49.0;7.40
2015-02-20 09:00;2015-02-20 10:00;35.5;93.4;59.2;9.30
2015-02-20 10:00;2015-02-20 11:00;36.7;92.4;56.6;10.1
2015-02-20 11:00;2015-02-20 12:00;37.7;97.1;70.5;8.50
2015-02-20 12:00;2015-02-20 13:00;37.3;85.2;72.7;10.4
2015-02-20 13:00;2015-02-20 14:00;40.3;95.5;82.0;11.5
2015-02-20 14:00;2015-02-20 15:00;32.9;66.6;60.8;10.7
2015-02-20 15:00;2015-02-20 16:00;31.1;64.5;46.0;10.2
2015-02-20 16:00;2015-02-20 17:00;32.3;72.8;29.3;8.90
2015-02-20 17:00;2015-02-20 18:00;24.7;47.2;40.5;8.30
2015-02-20 18:00;2015-02-20 19:00;22.9;40.0;33.1;8.60
2015-02-20 19:00;2015-02-20 20:00;21.4;35.9;20.8;7.30
2015-02-20 20:00;2015-02-20 21:00;20.8;35.3;15.0;7.80
2015-02-20 21:00;2015-02-20 22:00;20.6;35.0;11.7;9.70
2015-02-20 22:00;2015-02-20 23:00;19.6;32.7;10.8;6.50
2015-02-20 23:00;2015-02-21 00:00;17.2;26.7;10.6;6.70
2015-02-21 00:00;2015-02-21 01:00;15.3;21.7;9.70;7.80
2015-02-21 01:00;2015-02-21 02:00;13.2;17.8;11.0;6.30
2015-02-21 02:00;2015-02-21 03:00;10.9;13.8;9.30;4.20
2015-02-21 03:00;2015-02-21 04:00;10.6;13.3;9.80;5.10
2015-02-21 04:00;2015-02-21 05:00;10.3;14.4;8.40;3.90
2015-02-21 05:00;2015-02-21 06:00;12.4;19.3;8.10;6.00
2015-02-21 06:00;2015-02-21 07:00;14.8;24.5;9.00;4.70
2015-02-21 07:00;2015-02-21 08:00;20.8;35.1;12.3;5.20
2015-02-21 08:00;2015-02-21 09:00;21.9;36.6;22.5;5.30
2015-02-21 09:00;2015-02-21 10:00;20.6;38.2;68.7;5.90
2015-02-21 10:00;2015-02-21 11:00;27.6;54.3;112.3;7.30
2015-02-21 11:00;2015-02-21 12:00;30.6;62.2;138.3;7.60
2015-02-21 12:00;2015-02-21 13:00;30.5;59.4;97.4;8.40
2015-02-21 13:00;2015-02-21 14:00;28.3;53.9;77.9;8.60
2015-02-21 14:00;2015-02-21 15:00;29.3;50.5;89.3;7.80
2015-02-21 15:00;2015-02-21 16:00;32.1;52.4;80.9;7.10
2015-02-21 16:00;2015-02-21 17:00;44.4;72.4;80.7;7.00
2015-02-21 17:00;2015-02-21 18:00;42.5;71.6;21.1;5.00
2015-02-21 18:00;2015-02-21 19:00;46.3;81.1;30.3;3.90
2015-02-21 19:00;2015-02-21 20:00;34.5;51.3;10.8;2.00
2015-02-21 20:00;2015-02-21 21:00;29.0;41.4;13.5;3.60
2015-02-21 21:00;2015-02-21 22:00;41.3;69.0;19.1;3.60
2015-02-21 22:00;2015-02-21 23:00;29.4;46.8;9.90;2.10
2015-02-21 23:00;2015-02-22 00:00;17.9;25.1;3.90;2.10
2015-02-22 00:00;2015-02-22 01:00;10.7;21.8;4.10;1.20
2015-02-22 01:00;2015-02-22 02:00;13.7;32.7;5.20;-0.100
2015-02-22 02:00;2015-02-22 03:00;7.40;15.9;3.00;-0.700
2015-02-22 03:00;2015-02-22 04:00;10.9;14.3;3.70;1.70
2015-02-22 04:00;2015-02-22 05:00;8.70;12.7;5.40;1.80
2015-02-22 05:00;2015-02-22 06:00;10.1;12.0;6.80;2.60
2015-02-22 06:00;2015-02-22 07:00;7.00;18.0;8.80;4.00
2015-02-22 07:00;2015-02-22 08:00;6.80;19.8;8.60;2.50
2015-02-22 08:00;2015-02-22 09:00;11.5;24.3;12.0;1.00
2015-02-22 09:00;2015-02-22 10:00;14.1;30.6;11.7;-0.300
2015-02-22 10:00;2015-02-22 11:00;18.3;39.3;12.6;-0.800
2015-02-22 11:00;2015-02-22 12:00;24.6;48.1;13.3;-0.400
2015-02-22 12:00;2015-02-22 13:00;29.8;56.1;10.1;-2.60
2015-02-22 13:00;2015-02-22 14:00;35.5;58.7;6.70;
2015-02-22 14:00;2015-02-22 15:00;33.4;57.2;4.80;-2.10
2015-02-22 15:00;2015-02-22 16:00;24.6;40.0;3.20;-2.10
2015-02-22 16:00;2015-02-22 17:00;23.6;36.5;5.10;-0.900
2015-02-22 17:00;2015-02-22 18:00;28.9;44.3;7.40;-0.200
2015-02-22 18:00;2015-02-22 19:00;25.0;38.4;5.50;-0.100
2015-02-22 19:00;2015-02-22 20:00;26.8;40.4;4.90;-0.300
2015-02-22 20:00;2015-02-22 21:00;24.6;37.2;5.30;0.100
2015-02-22 21:00;2015-02-22 22:00;23.2;32.7;4.50;0.800
2015-02-22 22:00;2015-02-22 23:00;15.5;20.5;4.60;1.30
2015-02-22 23:00;2015-02-23 00:00;10.3;13.9;5.70;-0.300
2015-02-23 00:00;2015-02-23 01:00;10.0;14.0;4.80;2.50
2015-02-23 01:00;2015-02-23 02:00;7.80;11.2;6.20;0.100
2015-02-23 02:00;2015-02-23 03:00;6.20;8.90;6.00;0.0
2015-02-23 03:00;2015-02-23 04:00;8.20;12.1;4.60;0.600
2015-02-23 04:00;2015-02-23 05:00;26.6;44.6;5.60;1.60
2015-02-23 05:00;2015-02-23 06:00;35.1;63.9;7.00;1.10
2015-02-23 06:00;2015-02-23 07:00;89.1;260.7;11.2;3.20
2015-02-23 07:00;2015-02-23 08:00;105.9;308.4;16.9;6.00
2015-02-23 08:00;2015-02-23 09:00;94.3;268.9;18.5;9.10
2015-02-23 09:00;2015-02-23 10:00;80.0;221.0;17.8;6.30
2015-02-23 10:00;2015-02-23 11:00;54.7;117.4;17.4;4.90
2015-02-23 11:00;2015-02-23 12:00;51.5;108.1;86.7;7.90
2015-02-23 12:00;2015-02-23 13:00;49.8;101.8;135.4;14.1
2015-02-23 13:00;2015-02-23 14:00;53.2;114.3;105.1;11.9
2015-02-23 14:00;2015-02-23 15:00;54.0;111.2;99.2;13.3
2015-02-23 15:00;2015-02-23 16:00;57.6;118.6;36.1;12.6
2015-02-23 16:00;2015-02-23 17:00;59.2;126.1;43.9;14.5
2015-02-23 17:00;2015-02-23 18:00;58.8;128.2;32.2;11.7
2015-02-23 18:00;2015-02-23 19:00;49.7;95.5;27.0;11.8
2015-02-23 19:00;2015-02-23 20:00;35.8;65.6;22.3;10.9
2015-02-23 20:00;2015-02-23 21:00;36.5;65.1;20.0;9.90
2015-02-23 21:00;2015-02-23 22:00;32.2;55.5;18.7;10.1
2015-02-23 22:00;2015-02-23 23:00;24.4;42.1;16.9;10.7
2015-02-23 23:00;2015-02-24 00:00;14.5;20.8;14.5;10.3
2015-02-24 00:00;2015-02-24 01:00;10.6;14.1;15.5;10.3
2015-02-24 01:00;2015-02-24 02:00;12.7;17.3;15.3;6.80
2015-02-24 02:00;2015-02-24 03:00;14.4;19.6;13.5;8.60
2015-02-24 03:00;2015-02-24 04:00;18.1;25.7;14.4;6.20
2015-02-24 04:00;2015-02-24 05:00;22.0;34.9;13.2;7.20
2015-02-24 05:00;2015-02-24 06:00;46.1;86.4;17.5;7.50
2015-02-24 06:00;2015-02-24 07:00;88.7;223.0;16.4;8.00
2015-02-24 07:00;2015-02-24 08:00;109.1;310.3;15.7;11.0
2015-02-24 08:00;2015-02-24 09:00;70.0;178.6;14.8;7.60
2015-02-24 09:00;2015-02-24 10:00;51.5;116.2;16.3;4.40
2015-02-24 10:00;2015-02-24 11:00;40.0;77.7;53.2;7.20
2015-02-24 11:00;2015-02-24 12:00;40.4;77.4;76.2;8.50
2015-02-24 12:00;2015-02-24 13:00;40.3;76.5;74.7;9.90
2015-02-24 13:00;2015-02-24 14:00;36.2;71.0;57.5;7.20
2015-02-24 14:00;2015-02-24 15:00;41.9;79.7;49.8;8.00
2015-02-24 15:00;2015-02-24 16:00;39.0;67.6;52.3;6.80
2015-02-24 16:00;2015-02-24 17:00;47.9;83.1;52.7;9.30
2015-02-24 17:00;2015-02-24 18:00;47.6;83.5;23.4;7.20
2015-02-24 18:00;2015-02-24 19:00;52.7;94.8;16.0;5.00
2015-02-24 19:00;2015-02-24 20:00;59.9;119.8;17.0;6.20
2015-02-24 20:00;2015-02-24 21:00;55.2;112.5;16.8;6.70
2015-02-24 21:00;2015-02-24 22:00;45.4;83.5;15.1;7.80
2015-02-24 22:00;2015-02-24 23:00;32.0;54.3;12.7;6.00
2015-02-24 23:00;2015-02-25 00:00;34.5;57.9;10.9;2.90
2015-02-25 00:00;2015-02-25 01:00;21.5;29.6;11.4;4.40
2015-02-25 01:00;2015-02-25 02:00;19.4;28.5;13.8;4.60
2015-02-25 02:00;2015-02-25 03:00;18.3;28.0;13.7;5.70
2015-02-25 03:00;2015-02-25 04:00;14.9;23.5;13.5;5.20
2015-02-25 04:00;2015-02-25 05:00;19.2;32.4;13.8;6.10
2015-02-25 05:00;2015-02-25 06:00;25.9;43.7;15.1;5.40
2015-02-25 06:00;2015-02-25 07:00;58.0;132.7;17.7;7.50
2015-02-25 07:00;2015-02-25 08:00;44.4;84.8;16.7;6.80
2015-02-25 08:00;2015-02-25 09:00;42.9;86.7;22.7;5.80
2015-02-25 09:00;2015-02-25 10:00;41.3;89.0;41.9;8.00
2015-02-25 10:00;2015-02-25 11:00;31.2;58.2;78.5;10.9
2015-02-25 11:00;2015-02-25 12:00;36.9;69.3;75.7;10.2
2015-02-25 12:00;2015-02-25 13:00;36.1;66.4;74.5;10.9
2015-02-25 13:00;2015-02-25 14:00;40.7;71.5;81.8;8.70
2015-02-25 14:00;2015-02-25 15:00;63.6;121.2;98.6;13.0
2015-02-25 15:00;2015-02-25 16:00;74.4;134.7;106.1;16.9
2015-02-25 16:00;2015-02-25 17:00;53.9;77.2;90.5;13.2
2015-02-25 17:00;2015-02-25 18:00;57.3;93.2;81.4;12.6
2015-02-25 18:00;2015-02-25 19:00;53.3;88.4;54.0;10.1
2015-02-25 19:00;2015-02-25 20:00;51.1;80.9;26.6;9.50
2015-02-25 20:00;2015-02-25 21:00;45.6;75.4;19.0;7.10
2015-02-25 21:00;2015-02-25 22:00;29.3;42.3;18.7;6.20
2015-02-25 22:00;2015-02-25 23:00;22.7;33.3;14.3;6.30
2015-02-25 23:00;2015-02-26 00:00;21.1;30.8;9.30;4.30
2015-02-26 00:00;2015-02-26 01:00;18.7;25.3;6.90;5.00
2015-02-26 01:00;2015-02-26 02:00;15.7;19.5;8.40;4.90
2015-02-26 02:00;2015-02-26 03:00;11.3;13.3;10.5;4.00
2015-02-26 03:00;2015-02-26 04:00;16.6;22.2;12.4;4.20
2015-02-26 04:00;2015-02-26 05:00;15.6;21.2;12.5;4.60
2015-02-26 05:00;2015-02-26 06:00;24.1;34.2;13.7;5.50
2015-02-26 06:00;2015-02-26 07:00;70.5;149.6;17.3;8.20
2015-02-26 07:00;2015-02-26 08:00;67.9;135.7;17.8;8.30
2015-02-26 08:00;2015-02-26 09:00;47.3;85.9;17.5;6.30
2015-02-26 09:00;2015-02-26 10:00;44.3;93.9;17.4;6.60
2015-02-26 10:00;2015-02-26 11:00;42.3;85.5;41.5;5.90
2015-02-26 11:00;2015-02-26 12:00;42.8;85.6;49.4;6.40
2015-02-26 12:00;2015-02-26 13:00;40.5;80.1;48.0;7.90
2015-02-26 13:00;2015-02-26 14:00;37.8;75.5;37.5;7.40
2015-02-26 14:00;2015-02-26 15:00;41.6;82.7;32.2;5.80
2015-02-26 15:00;2015-02-26 16:00;33.8;59.5;24.6;6.70
2015-02-26 16:00;2015-02-26 17:00;39.6;68.0;25.0;6.60
2015-02-26 17:00;2015-02-26 18:00;44.9;79.5;26.0;6.30
2015-02-26 18:00;2015-02-26 19:00;46.2;83.0;24.7;6.30
2015-02-26 19:00;2015-02-26 20:00;39.2;67.9;22.7;8.70
2015-02-26 20:00;2015-02-26 21:00;34.4;60.6;25.2;9.60
2015-02-26 21:00;2015-02-26 22:00;23.2;35.0;26.6;11.1
2015-02-26 22:00;2015-02-26 23:00;22.9;36.2;22.5;11.3
2015-02-26 23:00;2015-02-27 00:00;16.7;25.3;21.2;9.00
2015-02-27 00:00;2015-02-27 01:00;13.9;20.4;20.3;8.50
2015-02-27 01:00;2015-02-27 02:00;12.4;17.2;20.6;8.80
2015-02-27 02:00;2015-02-27 03:00;16.8;23.9;20.6;7.40
2015-02-27 03:00;2015-02-27 04:00;16.5;25.1;19.0;9.00
2015-02-27 04:00;2015-02-27 05:00;23.8;38.0;22.0;9.60
2015-02-27 05:00;2015-02-27 06:00;41.3;71.2;26.0;12.8
2015-02-27 06:00;2015-02-27 07:00;58.4;108.2;28.3;13.3
2015-02-27 07:00;2015-02-27 08:00;67.8;127.8;33.0;13.0
2015-02-27 08:00;2015-02-27 09:00;69.3;133.4;41.2;10.9
2015-02-27 09:00;2015-02-27 10:00;59.7;113.2;53.3;10.4
2015-02-27 10:00;2015-02-27 11:00;62.3;122.7;65.6;10.9
2015-02-27 11:00;2015-02-27 12:00;58.2;116.4;48.3;12.4
2015-02-27 12:00;2015-02-27 13:00;58.4;116.0;33.9;13.6
